CODE,NAME,TOT_P,SANITATION TECH.
1751,Bochu,1569,SEWREGE
1752,Goza Hama,563,FSM
1753,Kujar,849,FSM
1754,Dev Pora,601,FSM
1755,Loli Pora,1403,SEWREGE
1756,Rakhi Kujer,0,FSM
1757,Haji Bal,475,FSM
1758,Darend,659,FSM
1759,Nag Bal,146,FSM
1760,Gamwara,191,FSM
1761,Shuhama,1278,SEWREGE
1762,Koreg Domarag,1199,SEWREGE
1763,Singh Pora Kalan,2355,DWARTS
1764,Seh Pora,1774,SEWREGE
1765,Rabitar Gund Roshan Ghat,248,FSM
1766,Takya Sangi Reshi,202,FSM
1767,Gund Chander Hama,84,FSM
1768,Gosha Bugh,3125,DWARTS
1769,Khal Mulla,2363,DWARTS
1770,Wara Pahu,741,FSM
1771,Reshi Pora (Othura),2633,DWARTS
1772,Bat Pora Dab,604,FSM
1773,Shilvat,2487,DWARTS
1774,Srinagar (MC+OG) (Part),898440,DWARTS
1775,Taper Wari Pora,4339,DWARTS
1776,Tul Mulla Ghat,0,FSM
1777,Hadorah,550,FSM
1778,Khimber,2046,DWARTS
1779,Dab,2428,DWARTS
1780,Gund Momin,899,FSM
1781,Minj Gram,1058,SEWREGE
1782,Buser Bug,450,FSM
1783,Pal Pora (Pati Pala Pora),731,FSM
1784,Rabtar Gundi Roshan,1711,SEWREGE
1785,Jahangir Pora (Shalaqa Wara),2080,DWARTS
1786,Ganstan,3338,DWARTS
1787,Said Pora Bala,1286,SEWREGE
1788,Dara,2669,DWARTS
1789,Hakim Gund,402,FSM
1790,Mayan,645,FSM
1791,Zehem Pora,1937,SEWREGE
1792,Kathal Hil Patribal,1115,SEWREGE
1793,Aglar,1205,SEWREGE
1794,Bakra,1619,SEWREGE
1795,Baghi Dab,5,FSM
1796,Shadi Pora,1443,SEWREGE
1797,Khamiyar,1073,SEWREGE
1798,Malik Pora,442,FSM
1799,Salusa,1870,SEWREGE
1800,Nagnari,1277,SEWREGE
1801,Chhatra Hama,2483,DWARTS
1802,Hat Barah,733,FSM
1803,Khadaniar,1588,SEWREGE
1804,Najin,1157,SEWREGE
1805,Harran,1422,SEWREGE
1806,Wanigam Bala,1355,SEWREGE
1807,Nelopher (Nilah),510,FSM
1808,Inder  Hama,581,FSM
1809,Gada Khud,2319,DWARTS
1810,Gogji Gund,391,FSM
1811,Sheerwani Pora (Lachi Pora),3421,DWARTS
1812,Chander Hama,1474,SEWREGE
1813,Usan Khai,2274,DWARTS
1814,Dawlat Pora (Dom Pora Donga Dara),1297,SEWREGE
1815,Behram Pora Kun Gandara,0,FSM
1816,Narayan Bagh,569,FSM
1817,Naji But,835,FSM
1818,Gund Khalil,1528,SEWREGE
1819,Jalsheri,1463,SEWREGE
1820,Pahli Pora,2787,DWARTS
1821,Wani Gam Pain,1971,SEWREGE
1822,Wani Hama Bala,238,FSM
1823,Kastori Pora,277,FSM
1824,Karewa Kreri,224,FSM
1825,Rakh Harran,586,FSM
1826,Chandina Deh Nowabad,949,FSM
1827,Gund Rahman,743,FSM
1828,Heewen,3535,DWARTS
1829,Chandera Seer,872,FSM
1830,Ahal,186,FSM
1831,Gadra,863,FSM
1832,Wagura,3148,DWARTS
1833,Sarai Danger Pora,3834,DWARTS
1834,Muqam Piran,302,FSM
1835,Murandar  Bagh,1071,SEWREGE
1836,Tirgam,3261,DWARTS
1837,Wizar,1801,SEWREGE
1838,Tilagam,3259,DWARTS
1839,Khai Tangan,2135,DWARTS
1840,Hail Jagir,1098,SEWREGE
1841,Katian Wali,1111,SEWREGE
1842,Nisbal Ghat,76,FSM
1843,Shalla Bug,3421,DWARTS
1844,Sheern Abad (Sheri Narawaw),3129,DWARTS
1845,Said Pora Hamchi,274,FSM
1846,Limber,3361,DWARTS
1847,Brari Pora,627,FSM
1848,Mulanar,275,FSM
1849,Shilvat Ghat,34,FSM
1850,Peernian,467,FSM
1851,Palhallan,11773,DWARTS
1852,Mufti Bagh,673,FSM
1853,Khushal Pora (Rakhi Buran),496,FSM
1854,Gund Ibrahim,1304,SEWREGE
1855,Wangi Pora,64,FSM
1856,Rakh Dosli Pora,2214,DWARTS
1857,Dard Pora,498,FSM
1858,Dani Hama,447,FSM
1859,Ijara,1451,SEWREGE
1860,Bimyar,2021,DWARTS
1861,Wani Hama Pain,1174,SEWREGE
1862,Burza Hama,398,FSM
1863,Kreri,3582,DWARTS
1864,Thindama,810,FSM
1865,Siri Hari Gund Ghat,796,FSM
1866,Paki Pora,560,FSM
1867,Salamabad Dachhna,2828,DWARTS
1868,Jagiyar,1356,SEWREGE
1869,Gundari Pora,358,FSM
1870,Gassu,1110,SEWREGE
1871,Bagnah Noor Khah,2966,DWARTS
1872,Chander Gair Ghat,553,FSM
1873,Malik Pora,544,FSM
1874,Srinagar (MC+OG) (Part),898440,DWARTS
1875,Gohan Lari Jungle,766,FSM
1876,Biji Hama,1955,SEWREGE
1877,Girda Nawah,794,FSM
1878,Mohammad Pora,1194,SEWREGE
1879,Ganta Moola Pain,1106,SEWREGE
1880,Khargam,516,FSM
1881,Hajin Ghat,92,FSM
1882,Mirher,553,FSM
1883,Wahi Gund,625,FSM
1884,Odina,3589,DWARTS
1885,Khise Pora,603,FSM
1886,Wahdat Pora (Huda Pora),1086,SEWREGE
1887,Durahama,619,FSM
1888,Gundi Jahangir Ghat,886,FSM
1889,Nalusah,1217,SEWREGE
1890,Wailu Kral Pora,3146,DWARTS
1891,Dusli Pora,1086,SEWREGE
1892,Sachi Pora,278,FSM
1893,Zamzam Pora (Zanda Foran),983,FSM
1894,Daragam,653,FSM
1895,Wari Pora Pain,229,FSM
1896,Takan Wari Pora,1678,SEWREGE
1897,Sumbal Ghat,26,FSM
1898,Mahmood Abad (Frasta Dub),373,FSM
1899,Doli Pora,1028,SEWREGE
1900,Baba Khi Pora,359,FSM
1901,Kitcha Hama,1657,SEWREGE
1902,Harnara,1117,SEWREGE
1903,Pattan,4395,DWARTS
1904,Fatehgadh,2223,DWARTS
1905,Mati Pora,7717,DWARTS
1906,Chandusa,2994,DWARTS
1907,Ganta Moola Bala,1318,SEWREGE
1908,Sudrabal,530,FSM
1909,Khusrag Pora (Amma - Buran),857,FSM
1910,Zamboor Pattan,1055,SEWREGE
1911,Nihal Pora,5549,DWARTS
1912,Watra Gam,1934,SEWREGE
1913,Pringal,625,FSM
1914,Shuch Pal Pora,1302,SEWREGE
1915,Nalai,0,FSM
1916,Hafiz Abad (Wagela),502,FSM
1917,Abdullah Pora (Panj Nara),3043,DWARTS
1918,Forest Block,100,FSM
1919,Harhand Pora,364,FSM
1920,Rasri Pora,515,FSM
1921,Gadwani,355,FSM
1922,Wari Pora Bala,823,FSM
1923,Wari Khah,426,FSM
1924,Weri Nar,172,FSM
1925,Kenchan,497,FSM
1926,Wulraman,846,FSM
1927,Bada Mulla,575,FSM
1928,Latifabad (Khuda Pora),622,FSM
1929,Ranbirgarh Pratapga,3405,DWARTS
1930,Forest Block,2333,DWARTS
1931,Hundi Noweshera,1147,SEWREGE
1932,Bahram Pora,655,FSM
1933,Mana Gam,1634,SEWREGE
1934,Pattan,11355,DWARTS
1935,Frasta Har Tillagam,670,FSM
1936,Khanpeth,1204,SEWREGE
1937,Aithshm Pora (Theth,831,FSM
1938,Seriguo Danger Pora,1928,SEWREGE
1939,Nau Gram,65,FSM
1940,Dewarya Khman Pora,3542,DWARTS
1941,Dhani Saidan,2600,DWARTS
1942,Mira Gund,2805,DWARTS
1943,Dilshad Pora (Donadara),452,FSM
1944,Bali Haran,1180,SEWREGE
1945,Hardu Kamal Koote,2215,DWARTS
1946,Mala Pora,1186,SEWREGE
1947,Hara Treth (Singh Pora),640,FSM
1948,Azad Pora (Theth Mulla Kallan),887,FSM
1949,Bakshi Pora Teng Pora,2233,DWARTS
1950,Kachumuqam,3029,DWARTS
1951,Abraq Pora (Merchamer),2034,DWARTS
1952,Darah Goolan,1139,SEWREGE
1953,Darahu Frasta Wari,761,FSM
1954,Ram Poor,838,FSM
1955,Gund Khawja Kasim,967,FSM
1956,Shumlaran,1087,SEWREGE
1957,Odura,1277,SEWREGE
1958,Chukar,3696,DWARTS
1959,Chollan Kalsan,1696,SEWREGE
1960,Chana Bal,2130,DWARTS
1961,Chahal,117,FSM
1962,Rakh Muj Gund,1485,SEWREGE
1963,Singh Pora,2353,DWARTS
1964,Rahmal Pora (Biyawa),863,FSM
1965,Gingal,2856,DWARTS
1966,Bande,1480,SEWREGE
1967,Uran Bua,1734,SEWREGE
1968,Nowrang (Naraderi),275,FSM
1969,Bulbul Abad (Kawahar),1478,SEWREGE
1970,Hussan Abad (Kanter Bug),810,FSM
1971,Kreshi Bal,1745,SEWREGE
1972,Tangwari Bala,379,FSM
1973,Siri Wara Pora,3268,DWARTS
1974,Badi Uder,464,FSM
1975,Sangam,2334,DWARTS
1976,Sheikh Pora,808,FSM
1977,Ochli Pora,368,FSM
1978,Javind,594,FSM
1979,Sultan Daki,2410,DWARTS
1980,Guri Pora,1622,SEWREGE
1981,Burza Washan,376,FSM
1982,Tangwari Pain,126,FSM
1983,Gulistan (Hardukhel),1352,SEWREGE
1984,Arow,1096,SEWREGE
1985,Sheer Pora Bangil,2965,DWARTS
1986,Shera Pora Gugaran,1072,SEWREGE
1987,Aram Pora,1332,SEWREGE
1988,Pala Pora,2468,DWARTS
1989,Buniyar,1322,SEWREGE
1990,Hanji Wera,7978,DWARTS
1991,Dachi,1273,SEWREGE
1992,Maharaj Pora (Kungam Dara),1838,SEWREGE
1993,Nambalan,1135,SEWREGE
1994,Habaq Tangoo,1197,SEWREGE
1995,Qasba Malmoh,2690,DWARTS
1996,Bodi Bug,1863,SEWREGE
1997,Kandi Barjala,1159,SEWREGE
1998,Paran Pilan,2017,DWARTS
1999,Tari Pora Wansaran,639,FSM
2000,Dwaran,1733,SEWREGE
2001,Malru,1913,SEWREGE
2002,Kalantra Pain,1175,SEWREGE
2003,Chack Charat Ram,486,FSM
2004,Nowlari,2337,DWARTS
2005,Danger Pora,1351,SEWREGE
2006,Harnow Kawachak,753,FSM
2007,Laway Pora,777,FSM
2008,Raj Pora Thandakasi,374,FSM
2009,Rawan Pora,477,FSM
2010,Sheer Abad (Khore),2558,DWARTS
2011,Murantanguari,619,FSM
2012,Lal Pora (Lara Dura),1968,SEWREGE
2013,Wahidana,287,FSM
2014,Forest Block,1624,SEWREGE
2015,Archander Hama,1889,SEWREGE
2016,Kanlu,858,FSM
2017,Kakuthal,1155,SEWREGE
2018,Mughal Pora,529,FSM
2019,Gowhar Pora (Kati Bug),658,FSM
2020,Mohara,1742,SEWREGE
2021,Nangir Pora Mughama,1179,SEWREGE
2022,Shera Pora Telagam,411,FSM
2023,Kalantra Bala,996,FSM
2024,Basgran,913,FSM
2025,Yal,1478,SEWREGE
2026,Khai Pora Payin,735,FSM
2027,Bandi Pain,1513,SEWREGE
2028,Sonim,1027,SEWREGE
2029,Gulbrag (Tetran),224,FSM
2030,Goom Ahmad Pora,3143,DWARTS
2031,Mala Buchan,965,FSM
2032,Chapper,360,FSM
2033,Sulta Pora Kandi,973,FSM
2034,Dundamoh,668,FSM
2035,Manchi Krand,1052,SEWREGE
2036,Tunj  Haran,187,FSM
2037,Tantry Pora,705,FSM
2038,Gund Hassi Bhat,3123,DWARTS
2039,Shadara,828,FSM
2040,Shala Dajan,592,FSM
2041,Shongli Pora,1351,SEWREGE
2042,Kanhama,224,FSM
2043,Anchar (Duga Pora),1066,SEWREGE
2044,Mamoosa,3720,DWARTS
2045,Dulanja,257,FSM
2046,Kharnipora,381,FSM
2047,Kohlina,725,FSM
2048,Turka Batapora,781,FSM
2049,Khai Pora Bala,1051,SEWREGE
2050,Hilad Peernian,772,FSM
2051,Hoom,308,FSM
2052,Paris Pora (Chack Narain Dass),0,FSM
2053,Gagarzoo,797,FSM
2054,Muja Gund Ghat,790,FSM
2055,Nowgam Kandi,917,FSM
2056,Sharif Abad,657,FSM
2057,Bassni Pora,23,FSM
2058,Bata Pora Sagri,270,FSM
2059,Dildar Pora (Chichloora),2818,DWARTS
2060,Hardu Shuru,2395,DWARTS
2061,Meri Pora,297,FSM
2062,Haji Bagh,1788,SEWREGE
2063,Nadir Gund,640,FSM
2064,Utikoo,1517,SEWREGE
2065,Hajibal,3752,DWARTS
2066,Nagbal,592,FSM
2067,Agar Kallan,1132,SEWREGE
2068,Malroo Ghat,536,FSM
2069,Krishama,1134,SEWREGE
2070,Gul Badan (Watal Pora),661,FSM
2071,Tantripora,319,FSM
2072,Nalasar (Nilser),874,FSM
2073,Sozeth Gori Pora,5992,DWARTS
2074,Ramgal,1262,SEWREGE
2075,Duda Bug,1007,SEWREGE
2076,Shala Teng Ghat,257,FSM
2077,Bimna,7179,DWARTS
2078,Bernate,1637,SEWREGE
2079,Burzala,538,FSM
2080,Goigam,1854,SEWREGE
2081,Parim Pora Ghat,56,FSM
2082,Addosa,538,FSM
2083,Haipara,259,FSM
2084,Darweshpora,101,FSM
2085,Nar Bal,2731,DWARTS
2086,Dardkote,1523,SEWREGE
2087,Ati Pora Zikar,609,FSM
2088,Gagar Pora,1459,SEWREGE
2089,Batangi,638,FSM
2090,Kohlar,78,FSM
2091,Dewa Dragar,527,FSM
2092,Chakra,265,FSM
2093,Barn Beat,0,FSM
2094,Isham,1154,SEWREGE
2095,Qamarwari Ghat,37,FSM
2096,Zasapora,190,FSM
2097,Lari Pora,1458,SEWREGE
2098,Pajwal Pora,132,FSM
2099,Takia Yousuf Shah,469,FSM
2100,Pranigam,129,FSM
2101,Rakh Arath,777,FSM
2102,Dewa Bug,1845,SEWREGE
2103,Khamander Pora,466,FSM
2104,Gul Afshan (Mulagam),865,FSM
2105,Now Pora,546,FSM
2106,Said Pora Achhan Ghat,263,FSM
2107,Gul Neelofar ( Kralawat),606,FSM
2108,Wari Pora Bangil,1720,SEWREGE
2109,Kawsa Jagir,3788,DWARTS
2110,Roshan Abad (Pinroo),2504,DWARTS
2111,Hanjik,794,FSM
2112,Lal Pora,6142,DWARTS
2113,Bandi Bala,611,FSM
2114,Forest Block,324,FSM
2115,Ladi,683,FSM
2116,Bakshi Pora Teng Pora Ghat,113,FSM
2117,Gul Sawam (Hardu Ichulu),755,FSM
2118,Ashniji,0,FSM
2119,Ratni Pora Bala,347,FSM
2120,Gulistan,272,FSM
2121,Hajinar Nor,260,FSM
2122,Rawat Pora,547,FSM
2123,Hardu Bani,1206,SEWREGE
2124,Dehramana,3719,DWARTS
2125,Gota Pora,2224,DWARTS
2126,Arath,2716,DWARTS
2127,Hayat Pora,408,FSM
2128,Kawsa Khalisa,4763,DWARTS
2129,Bila Salamabad,358,FSM
2130,Mandlana,779,FSM
2131,Yaru Gund,1111,SEWREGE
2132,Ghar Kote,4285,DWARTS
2133,Gavalata,1240,SEWREGE
2134,Gulbakawali (Kothi Pora),388,FSM
2135,Ranbir Pora,623,FSM
2136,Mala Pora Sangrama,317,FSM
2137,Tara Hama,1655,SEWREGE
2138,Gund Khalil,306,FSM
2139,Shara,273,FSM
2140,Dobang,0,FSM
2141,Gulkhandan (Mulabangil),464,FSM
2142,Pahalgam,6066,DWARTS
2143,Jablah,1598,SEWREGE
2144,Gul Nore(Awa Lawa),495,FSM
2145,Soya Bug,8178,DWARTS
2146,Mazehama,2236,DWARTS
2147,Nambla,6042,DWARTS
2148,Kunzer,1901,SEWREGE
2149,Feelan,0,FSM
2150,Fraslana,898,FSM
2151,Srinagar (MC+OG) (Part),15249,DWARTS
2152,Nawaian Rundan,1118,SEWREGE
2153,Pandit Pora Bala,793,FSM
2154,Nagander,316,FSM
2155,Sonli Pora,322,FSM
2156,Shopri Bagh,127,FSM
2157,Gul Jafar (Bachi Pora),262,FSM
2158,Bathon,663,FSM
2159,Tokal Pora,125,FSM
2160,Hardu Madam,596,FSM
2161,Salam Abad,1126,SEWREGE
2162,Mang Lara,1008,SEWREGE
2163,Lohar Chak,415,FSM
2164,Gulshan (Budi Pora),451,FSM
2165,Uri,4246,DWARTS
2166,Imbarzal Bag (Chandia Bug Nari Khar,204,FSM
2167,Now Pora Pain,352,FSM
2168,Pran Kutran,180,FSM
2169,Bandi Brahmanan,437,FSM
2170,Takia Bata Pora,1161,SEWREGE
2171,Wadwan  Jagir,2729,DWARTS
2172,Hari Utnu,2412,DWARTS
2173,Gund Kawarehama,1146,SEWREGE
2174,Khonmoh,8307,DWARTS
2175,Hurdu Waminu,650,FSM
2176,Gound Magsud,153,FSM
2177,Srinagar (MC+OG) (Part),23553,DWARTS
2178,Goni Pora,1358,SEWREGE
2179,Bichi,485,FSM
2180,Gulrez (Khachi Pora),147,FSM
2181,Chewa,1010,SEWREGE
2182,Marchi Pora,640,FSM
2183,Chak Wazir Punu,254,FSM
2184,Gulfam (Faja Pora),284,FSM
2185,Hea Bag (Gokahama),621,FSM
2186,Kanth Bagh,346,FSM
2187,Gulrang (Gotli Pora),303,FSM
2188,Ratni Pora Payin,293,FSM
2189,Badami Bagh (CB),18923,DWARTS
2190,Sotura,2360,DWARTS
2191,Chak Dewan Badri Nath,514,FSM
2192,Nadigam,704,FSM
2193,Mani Hama,218,FSM
2194,Snoor Kali Pora,1964,SEWREGE
2195,Haker Mula,1009,SEWREGE
2196,Sharai,1295,SEWREGE
2197,Magam (NAC),4312,DWARTS
2198,Gulab Bagh (Reram),1147,SEWREGE
2199,Wara Pora (Wawa Pora),728,FSM
2200,Razi Wan,745,FSM
2201,Badi Pora,261,FSM
2202,Narastan,1142,SEWREGE
2203,Gotru,990,FSM
2204,Bata Pora Kanihama,1610,SEWREGE
2205,Kanwal Bag (Kunchi Pora),658,FSM
2206,Rassoo,2276,DWARTS
2207,Gund Hanjik,20,FSM
2208,Wahab Pora,2050,DWARTS
2209,Dandusa,2128,DWARTS
2210,Kamu Pora,369,FSM
2211,Uri,475,FSM
2212,Gulnar (Druru),1117,SEWREGE
2213,Chata Bug,1006,SEWREGE
2214,Buna Gam,712,FSM
2215,Zawarah,1323,SEWREGE
2216,Kamaho Pora,89,FSM
2217,Gikote,0,FSM
2218,Ship Pora,502,FSM
2219,Soofi Pora,576,FSM
2220,Taj Pora (Osan Bangil),1806,SEWREGE
2221,Kech Mati Pora,433,FSM
2222,Hari Pora,917,FSM
2223,Soiteng,2081,DWARTS
2224,Sukhdar,350,FSM
2225,Chandi Lura,730,FSM
2226,Chak Mirza Jamadar,86,FSM
2227,Paimas,2001,DWARTS
2228,Alaw Pora,300,FSM
2229,Solinda,568,FSM
2230,Wara Sangam,738,FSM
2231,Adina,936,FSM
2232,Rakh Haker Mulla,746,FSM
2233,Wahipora,344,FSM
2234,Shah Pora,194,FSM
2235,Pariswani,877,FSM
2236,Zinetrag,478,FSM
2237,Banali,1399,SEWREGE
2238,Treran,2128,DWARTS
2239,Wara Pora,650,FSM
2240,Qasim Bagh (Rakh Suthoo),214,FSM
2241,Garand Kalan,1708,SEWREGE
2242,Now Gam,4123,DWARTS
2243,Moriyan,0,FSM
2244,Wata Magam,750,FSM
2245,Gulmarg,878,FSM
2246,Batu,354,FSM
2247,Chak Than Chana Pora,973,FSM
2248,Chair Giun,973,FSM
2249,Khrew (NAC),7166,DWARTS
2250,Gulab Pora (Sathoo,1229,SEWREGE
2251,Owan,5247,DWARTS
2252,Kulhama,430,FSM
2253,Galwan Pora,1869,SEWREGE
2254,Raj Pora (Heeng),1194,SEWREGE
2255,Kadi Pora,602,FSM
2256,Ogmuna,2046,DWARTS
2257,Hardu Mala Pora,1446,SEWREGE
2258,Lasjan,4644,DWARTS
2259,Chak Kali Khan,512,FSM
2260,Gohallan,1963,SEWREGE
2261,Doru,597,FSM
2262,Gulrow (Zeran),244,FSM
2263,Chere Har,917,FSM
2264,Chowderi Bagh,408,FSM
2265,Watal Pora Banda Pora,1352,SEWREGE
2266,Kata Pora,1864,SEWREGE
2267,Feroz Pora,5039,DWARTS
2268,Nambal  Narah Krah,0,FSM
2269,Garand Khurd,2031,DWARTS
2270,Sata Pokhran,986,FSM
2271,Nara Kara,3275,DWARTS
2272,Teki Pora,242,FSM
2273,Batahar,591,FSM
2274,Nargis Bag (Chandil),741,FSM
2275,Qasam Bag (Tumber Hama),606,FSM
2276,Pari Pora,756,FSM
2277,Sabdan,694,FSM
2278,Sehpora,930,FSM
2279,Nasirullah Pora,2854,DWARTS
2280,Kani Hama,2608,DWARTS
2281,Tirkanjan,1668,SEWREGE
2282,Balahama,3338,DWARTS
2283,Mati Pora,266,FSM
2284,Baharestan (Kawrahama),1848,SEWREGE
2285,Nadi Wan Pora,530,FSM
2286,Peth Kanihama,1056,SEWREGE
2287,Reshi Pora,789,FSM
2288,Sumer Bogh,1997,SEWREGE
2289,Kakan Maran,758,FSM
2290,Bagati Kani Pora,2581,DWARTS
2291,Mira Gund,406,FSM
2292,Dof Pora,339,FSM
2293,Sumbal Bag (Hardu Aboora),2506,DWARTS
2294,Khana Gund,1440,SEWREGE
2295,Bandagam,2251,DWARTS
2296,Dara Hama,245,FSM
2297,Thajal,955,FSM
2298,Said Pura,289,FSM
2299,Check Fati Din,125,FSM
2300,Check No.1 (Badri Nath),1062,SEWREGE
2301,Suranh Yar,312,FSM
2302,Chandil (Wani Gam),1593,SEWREGE
2303,Badgam (NAC),11767,DWARTS
2304,Bodan,615,FSM
2305,Kani Pora Kali Dar,753,FSM
2306,Watra Wani,1018,SEWREGE
2307,Sear Bagh,257,FSM
2308,Nijlu,720,FSM
2309,Drangah Bal Befnoo,722,FSM
2310,Panchas,437,FSM
2311,Gulmarg,878,FSM
2312,Jazer Sitara,0,FSM
2313,Pampore  (NAC),16963,DWARTS
2314,Chanda Pora,1408,SEWREGE
2315,Hardu Bata Pora,511,FSM
2316,Peth Mekehama,3541,DWARTS
2317,Maij,1603,SEWREGE
2318,Posh Bag (Khara Pora),328,FSM
2319,Dewa Pora( Dard Pora),1361,SEWREGE
2320,Bagh Shokr Shah,309,FSM
2321,Putli Bagh,895,FSM
2322,Zooni Pora,398,FSM
2323,Rakh Shalina,2400,DWARTS
2324,Shalina,1451,SEWREGE
2325,Goniwar (Magen Wagi),989,FSM
2326,Gulab Bagh (Zangi Bagh),403,FSM
2327,Achnambal,574,FSM
2328,Palar,1489,SEWREGE
2329,Shekh Pora,1112,SEWREGE
2330,Bagh Anayat Ullah,115,FSM
2331,Salasan,311,FSM
2332,Batgran,358,FSM
2333,Hanji Bug,839,FSM
2334,Rade Bug,512,FSM
2335,Badan,205,FSM
2336,Haripora,248,FSM
2337,Mulemanchi Hama,503,FSM
2338,Bal Koote,1664,SEWREGE
2339,Dara Kujan,365,FSM
2340,Check Pora Kalan,1209,SEWREGE
2341,Parisabad Pora,1203,SEWREGE
2342,Bun Meke Hama,1987,SEWREGE
2343,Labertal,1442,SEWREGE
2344,Poonch Gund,610,FSM
2345,Jawahir Pora (Lam),1013,SEWREGE
2346,Sukhnai,404,FSM
2347,Sher Bag (Dara Kassi),959,FSM
2348,Sahoora,94,FSM
2349,Moni Pora,882,FSM
2350,Hanji Laway Pora,464,FSM
2351,Dadna,644,FSM
2352,Raihan Bag (Malwah),508,FSM
2353,Bonahama,1338,SEWREGE
2354,Gogi Bagh,184,FSM
2355,Wangi Pora,264,FSM
2356,Dragar,324,FSM
2357,Deedar Pora (Gotengu),300,FSM
2358,Shah Pora (Gogal Dara),741,FSM
2359,Badau,212,FSM
2360,Bata Bagh,455,FSM
2361,Sarat Pora,324,FSM
2362,Jabdi,147,FSM
2363,Hathlanga,528,FSM
2364,Zahid Bag (Gund Dalwach),1014,SEWREGE
2365,Larik Pora,675,FSM
2366,Lal Pora (Chatdam),1342,SEWREGE
2367,Badra Kot,1160,SEWREGE
2368,Khani Bal,1989,SEWREGE
2369,Badran,2979,DWARTS
2370,Salli Koot,213,FSM
2371,Charan Gam,1224,SEWREGE
2372,Rathsun,4636,DWARTS
2373,Chak Dewan Lakhiman,375,FSM
2374,Miri Pora,1546,SEWREGE
2375,Mulashulla,1181,SEWREGE
2376,Saihama,474,FSM
2377,Tarazi Khurd,0,FSM
2378,Daji Malik Gund,439,FSM
2379,Bunagund,280,FSM
2380,Lakhri Pora,1126,SEWREGE
2381,Buna Sharan,527,FSM
2382,Chinar Bagh (Puhroo),4595,DWARTS
2383,Dunsunar,114,FSM
2384,Bamurad,1366,SEWREGE
2385,Shahzab Pora (Dangar Pora),958,FSM
2386,Maidanan,805,FSM
2387,Gagoo(Ganguwa),2047,DWARTS
2388,Dar Gani Gund,939,FSM
2389,Mahwara,923,FSM
2390,Khuthi Pora,733,FSM
2391,Gangi Pora,1061,SEWREGE
2392,Bupat,439,FSM
2393,Basi Pora,0,FSM
2394,Sholi Pora,3238,DWARTS
2395,Shar-I- Shali,4292,DWARTS
2396,Aripal,935,FSM
2397,Dudaran,736,FSM
2398,Churanda,889,FSM
2399,Gund Bal,528,FSM
2400,Thakar Pora Jagir,445,FSM
2401,Tulwari,461,FSM
2402,Gagar Hal,123,FSM
2403,Nambal Bal (Baginder),0,FSM
2404,Kandizal,1156,SEWREGE
2405,Wani Hama,1042,SEWREGE
2406,Kanda Hama,1241,SEWREGE
2407,Dard Pora,228,FSM
2408,Gam Pora,722,FSM
2409,Heewan (Yangwani),179,FSM
2410,Mamgund,1055,SEWREGE
2411,Vir Siran,936,FSM
2412,Androsa,890,FSM
2413,Sechin Banet,829,FSM
2414,Dharam Gund,397,FSM
2415,Checkno.2 (Badri Nath),853,FSM
2416,Hooru,397,FSM
2417,Chewdara,3044,DWARTS
2418,Ari Panthan,3864,DWARTS
2419,Ohangam,2479,DWARTS
2420,Zori Gund,1011,SEWREGE
2421,Jahama,406,FSM
2422,Heudar,401,FSM
2423,Nara Warah,885,FSM
2424,Sarad,0,FSM
2425,Rani Pora,790,FSM
2426,Gund Check Pora,468,FSM
2427,Pala Pora,1048,SEWREGE
2428,Krancho,743,FSM
2429,Razwan Jagir,1628,SEWREGE
2430,Otilgam,1590,SEWREGE
2431,Harji Gund,59,FSM
2432,Malik Gund,338,FSM
2433,Chatar Gam,4726,DWARTS
2434,Brel,740,FSM
2435,Looki Pora,390,FSM
2436,Peth Gam Gadpora,893,FSM
2437,Gamboora,1223,SEWREGE
2438,Mamat,648,FSM
2439,Dusoo,847,FSM
2440,Ledhu,4437,DWARTS
2441,Arwah,1989,SEWREGE
2442,Syedabad (Pastana),2112,DWARTS
2443,Naru,1246,SEWREGE
2444,Malpora Sehkanaw,228,FSM
2445,Khadermoh,1177,SEWREGE
2446,Panzwah,1067,SEWREGE
2447,Wagora,2616,DWARTS
2448,Wagar,982,FSM
2449,Lal Pora (Kehlil),3674,DWARTS
2450,Lasi Pora,723,FSM
2451,Zori Bagh,30,FSM
2452,Parapora (Peerpora),211,FSM
2453,Peth Saharan,253,FSM
2454,Patawaw,818,FSM
2455,Hayat Pora,389,FSM
2456,Lorh Gam,2319,DWARTS
2457,Mundak  Pal,1133,SEWREGE
2458,Ichgam,6074,DWARTS
2459,Zalwah,808,FSM
2460,Gundi Pora,1958,SEWREGE
2461,Patal Bag,1955,SEWREGE
2462,Chanda Haro,3374,DWARTS
2463,Lidroo,1827,SEWREGE
2464,Mouch Hama,2893,DWARTS
2465,Sone Pah,2576,DWARTS
2466,Nagrad Khah,496,FSM
2467,Hardu Surash,1530,SEWREGE
2468,Ichehama,1113,SEWREGE
2469,Dalwach Khored,772,FSM
2470,Jawal Pora,1704,SEWREGE
2471,Gund Mumadar,184,FSM
2472,Lalpora Beeru,1974,SEWREGE
2473,Loru Jagir,1599,SEWREGE
2474,Beerwah (NAC),6295,DWARTS
2475,Odru,211,FSM
2476,Hardu Wail,1682,SEWREGE
2477,Poshker,1548,SEWREGE
2478,Choon,1603,SEWREGE
2479,Sundi Pora,698,FSM
2480,Bandi Bagh,271,FSM
2481,Gojra Jagir,653,FSM
